order_id,customer_id,delivery_status,delivery_time
2381,1257,Delayed,176
2382,1711,On Time,52
2383,1413,On Time,15
2384,1580,Delayed,17
2385,1784,On Time,65
2386,1495,On Time,155
2387,1199,On Time,83
2388,1300,On Time,15
2389,1871,Delayed,177
2390,1126,Delayed,72
2391,1725,On Time,160
2392,1543,On Time,141
2393,1437,On Time,68
2394,1782,On Time,166
2395,1784,On Time,69
2396,1868,Delayed,142
2397,1828,On Time,173
2398,1298,Delayed,69
2399,1075,On Time,43
2400,1054,On Time,169
2401,1960,On Time,90
2402,1066,On Time,124
2403,1274,On Time,178
2404,1949,On Time,88
2405,1977,On Time,64
2406,1225,On Time,88
2407,1164,On Time,47
2408,1210,Delayed,57
2409,1340,On Time,72
2410,1598,Delayed,126
2411,1393,On Time,131
2412,1486,On Time,139
2413,1014,On Time,69
2414,1840,On Time,87
2415,1656,On Time,60
2416,1930,Delayed,31
2417,1355,On Time,71
2418,1284,On Time,165
2419,1438,Delayed,119
2420,1614,Delayed,99
2421,1036,On Time,143
2422,1031,Delayed,107
2423,1079,On Time,145
2424,1857,Delayed,109
2425,1108,On Time,58
2426,1616,Delayed,44
2427,1519,On Time,117
2428,1044,On Time,154
2429,1098,On Time,95
2430,1736,On Time,28
2431,1116,On Time,75
2432,1280,On Time,123
2433,1888,On Time,67
2434,1704,On Time,157
2435,1203,On Time,142
2436,1929,On Time,59
2437,1785,Delayed,148
2438,1482,On Time,163
2439,1333,Delayed,99
2440,1975,On Time,101
2441,1384,Delayed,78
2442,1608,On Time,50
2443,1489,On Time,55
2444,1531,On Time,137
2445,1337,On Time,52
2446,1238,On Time,20
2447,1639,On Time,40
2448,1025,On Time,19
2449,1811,On Time,51
2450,1108,On Time,154
2451,1362,On Time,142
2452,1531,On Time,77
2453,1529,On Time,107
2454,1862,On Time,110
2455,1492,On Time,75
2456,1348,On Time,100
2457,1407,On Time,52
2458,1615,On Time,48
2459,1614,On Time,96
2460,1920,Delayed,50
2461,1853,On Time,123
2462,1670,On Time,163
2463,1826,On Time,80
2464,1565,Delayed,39
2465,1249,On Time,40
2466,1796,On Time,104
2467,1106,On Time,71
2468,1820,On Time,170
2469,1470,On Time,158
2470,1412,On Time,64
2471,1975,On Time,112
2472,1234,On Time,104
2473,1194,On Time,153
2474,1255,On Time,52
2475,1405,On Time,148
2476,1027,On Time,65
2477,1632,On Time,164
2478,1947,On Time,41
2479,1445,Delayed,122
2480,1491,On Time,58
2481,1387,On Time,171
2482,1019,On Time,42
2483,1938,On Time,92
2484,1413,On Time,136
2485,1086,On Time,175
2486,1593,On Time,33
2487,1279,On Time,157
2488,1542,On Time,72
2489,1131,On Time,139
2490,1147,On Time,139
2491,1780,On Time,71
2492,1211,On Time,142
2493,1644,On Time,133
2494,1396,On Time,127
2495,1990,On Time,164
2496,1475,On Time,37
2497,1393,On Time,87
2498,1476,On Time,152
2499,1180,On Time,67
2500,1219,On Time,170
2501,1592,On Time,68
2502,1779,On Time,38
2503,1510,On Time,155
2504,1167,Delayed,129
2505,1716,On Time,128
2506,1703,On Time,85
2507,1286,On Time,37
2508,1406,Delayed,179
2509,1924,Delayed,177
2510,1688,On Time,140
2511,1675,Delayed,148
2512,1875,On Time,56
2513,1519,On Time,44
2514,1295,On Time,143
2515,1490,On Time,36
2516,1091,On Time,115
2517,1420,On Time,50
2518,1965,Delayed,90
2519,1187,On Time,46
2520,1610,On Time,121
2521,1225,On Time,110
2522,1023,On Time,64
2523,1909,On Time,130
2524,1306,Delayed,75
2525,1419,On Time,22
2526,1325,On Time,59
2527,1973,On Time,99
2528,1638,Delayed,174
2529,1271,Delayed,79
2530,1192,On Time,137
2531,1954,Delayed,160
2532,1982,On Time,33
2533,1196,On Time,64
2534,1256,Delayed,94
2535,1673,On Time,106
2536,1425,On Time,46
2537,1135,On Time,146
2538,1097,On Time,76
2539,1074,On Time,17
2540,1016,On Time,147
2541,1733,Delayed,55
2542,1340,On Time,68
2543,1633,On Time,35
2544,1375,On Time,153
2545,1528,On Time,120
2546,1827,On Time,110
2547,1015,On Time,68
2548,1579,On Time,90
2549,1890,Delayed,122
2550,1135,On Time,46
2551,1617,On Time,151
2552,1977,Delayed,15
2553,1406,Delayed,59
2554,1012,On Time,82
2555,1365,On Time,167
2556,1591,On Time,122
2557,1854,On Time,147
2558,1581,On Time,67
2559,1942,On Time,60
2560,1467,On Time,114
2561,1666,Delayed,136
2562,1592,Delayed,84
2563,1536,On Time,175
2564,1325,On Time,48
2565,1188,On Time,174
2566,1679,On Time,32
2567,1823,On Time,125
2568,1248,Delayed,160
2569,1344,On Time,62
2570,1851,On Time,134
2571,1763,On Time,168
2572,1817,On Time,94
2573,1855,On Time,111
2574,1581,Delayed,167
2575,1985,On Time,61
2576,1482,On Time,78
2577,1029,On Time,174
2578,1849,On Time,174
2579,1610,On Time,125
2580,1353,On Time,105
2581,1528,On Time,107
2582,1623,On Time,42
2583,1601,On Time,50
2584,1887,Delayed,137
2585,1395,On Time,118
2586,1436,On Time,133
2587,1855,Delayed,155
2588,1730,Delayed,149
2589,1431,On Time,154
2590,1238,Delayed,30
2591,1580,On Time,74
2592,1411,Delayed,140
2593,1360,Delayed,123
2594,1488,On Time,147
2595,1693,Delayed,131
2596,1207,On Time,116
2597,1686,On Time,166
2598,1732,On Time,134
2599,1958,On Time,96
2600,1041,On Time,129
2601,1243,On Time,46
2602,1164,Delayed,56
2603,1996,On Time,149
2604,1760,On Time,90
2605,1935,On Time,179
2606,1502,On Time,125
2607,1180,On Time,27
2608,1602,On Time,29
2609,1995,On Time,99
2610,1992,On Time,123
2611,1961,On Time,48
2612,1936,On Time,51
2613,1205,On Time,79
2614,1889,On Time,56
2615,1458,On Time,83
2616,1442,Delayed,138
2617,1031,On Time,142
2618,1540,On Time,71
2619,1947,Delayed,82
2620,1926,On Time,98
2621,1612,On Time,95
2622,1370,On Time,64
2623,1978,On Time,28
2624,1459,Delayed,92
2625,1347,On Time,34
2626,1285,On Time,128
2627,1709,On Time,120
2628,1533,Delayed,16
2629,1150,On Time,46
2630,1857,On Time,68
2631,1634,On Time,137
2632,1979,On Time,21
2633,1853,On Time,57
2634,1647,On Time,68
2635,1084,Delayed,75
2636,1563,On Time,24
2637,1492,On Time,108
2638,1074,On Time,169
2639,1266,On Time,57
2640,1307,On Time,96
2641,1635,On Time,110
2642,1502,On Time,132
2643,1146,On Time,46
2644,1121,On Time,35
2645,1068,On Time,161
2646,1285,On Time,68
2647,1232,On Time,104
2648,1567,On Time,89
2649,1864,On Time,94
2650,1232,On Time,118
2651,1450,On Time,32
2652,1879,On Time,109
2653,1683,On Time,43
2654,1342,On Time,143
2655,1655,On Time,52
2656,1961,On Time,67
2657,1955,On Time,132
2658,1375,On Time,170
2659,1868,On Time,158
2660,1171,Delayed,162
2661,1065,On Time,63
2662,1598,On Time,134
2663,1903,On Time,40
2664,1010,On Time,152
2665,1844,On Time,167
2666,1588,On Time,58
2667,1581,Delayed,59
2668,1078,Delayed,177
2669,1196,Delayed,113
2670,1055,On Time,22
2671,1567,Delayed,69
2672,1589,On Time,58
2673,1897,On Time,166
2674,1199,On Time,125
2675,1570,On Time,88
2676,1357,Delayed,34
2677,1760,On Time,81
2678,1869,On Time,86
2679,1191,On Time,32
2680,1932,On Time,145
2681,1231,On Time,76
2682,1810,On Time,91
2683,1280,On Time,116
2684,1225,On Time,169
2685,1043,On Time,129
2686,1081,On Time,155
2687,1826,On Time,34
2688,1909,On Time,178
2689,1409,On Time,99
2690,1044,On Time,118
2691,1810,On Time,156
2692,1252,On Time,149
2693,1819,On Time,177
2694,1320,On Time,79
2695,1868,On Time,79
2696,1456,On Time,77
2697,1876,On Time,148
2698,1588,On Time,63
2699,1048,On Time,19
2700,1398,On Time,118
2701,1197,Delayed,78
2702,1304,On Time,59
2703,1123,Delayed,71
2704,1750,On Time,27
2705,1955,Delayed,54
2706,1255,On Time,20
2707,1232,On Time,60
2708,1797,On Time,131
2709,1416,On Time,73
2710,1456,Delayed,90
2711,1575,On Time,84
2712,1506,On Time,144
2713,1712,On Time,69
2714,1712,On Time,72
2715,1607,Delayed,111
2716,1133,On Time,89
2717,1533,On Time,63
2718,1663,On Time,129
2719,1546,On Time,72
2720,1275,On Time,119
2721,1129,Delayed,106
2722,1541,On Time,81
2723,1505,On Time,137
2724,1161,Delayed,163
2725,1883,On Time,33
2726,1828,On Time,161
2727,1245,Delayed,141
2728,1131,On Time,130
2729,1814,On Time,23
2730,1788,On Time,81
2731,1420,On Time,153
2732,1696,On Time,174
2733,1287,On Time,117
2734,1917,Delayed,96
2735,1151,On Time,94
2736,1385,On Time,50
2737,1920,On Time,110
2738,1633,Delayed,42
2739,1692,On Time,65
2740,1884,On Time,101
2741,1046,On Time,33
2742,1415,On Time,72
2743,1188,On Time,154
2744,1349,On Time,147
2745,1785,On Time,92
2746,1928,On Time,128
2747,1163,On Time,164
2748,1066,On Time,81
2749,1065,Delayed,37
2750,1984,On Time,159
2751,1694,On Time,65
2752,1649,On Time,26
2753,1499,On Time,64
2754,1323,On Time,54
2755,1039,On Time,164
2756,1182,On Time,159
2757,1729,On Time,140
2758,1266,Delayed,56
2759,1720,On Time,100
2760,1845,On Time,120
2761,1883,On Time,41
2762,1602,On Time,126
2763,1719,On Time,148
2764,1192,On Time,78
2765,1630,On Time,31
2766,1021,On Time,113
2767,1591,On Time,94
2768,1780,On Time,118
2769,1361,On Time,94
2770,1820,On Time,124
2771,1243,On Time,88
2772,1268,On Time,81
2773,1680,Delayed,123
2774,1824,Delayed,87
2775,1286,On Time,82
2776,1666,Delayed,69
2777,1074,On Time,34
2778,1635,On Time,52
2779,1334,On Time,145
2780,1035,On Time,137
2781,1267,Delayed,55
2782,1490,Delayed,109
2783,1252,On Time,110
2784,1446,On Time,19
2785,1817,On Time,50
2786,1395,Delayed,102
2787,1359,On Time,168
2788,1321,Delayed,83
2789,1220,On Time,47
2790,1827,On Time,74
2791,1593,Delayed,77
2792,1601,On Time,153
2793,1695,On Time,46
2794,1202,On Time,62
2795,1669,On Time,78
2796,1939,Delayed,151
2797,1322,On Time,24
2798,1927,On Time,19
2799,1552,Delayed,57
2800,1008,On Time,77
2801,1452,On Time,173
2802,1719,On Time,173
2803,1623,Delayed,112
2804,1956,Delayed,111
2805,1447,On Time,127
2806,1798,On Time,127
2807,1384,On Time,37
2808,1686,On Time,68
2809,1950,On Time,43
2810,1373,On Time,162
2811,1822,On Time,58
2812,1085,On Time,164
2813,1774,On Time,94
2814,1957,On Time,48
2815,1946,On Time,108
2816,1670,On Time,73
2817,1686,On Time,160
2818,1724,On Time,128
2819,1909,On Time,122
2820,1004,Delayed,114
2821,1578,On Time,22
2822,1997,On Time,123
2823,1534,On Time,124
2824,1507,On Time,67
2825,1629,On Time,172
2826,1337,On Time,61
2827,1174,On Time,47
2828,1171,On Time,149
2829,1412,On Time,49
2830,1966,On Time,156
2831,1052,On Time,27
2832,1817,On Time,114
2833,1452,On Time,36
2834,1344,On Time,99
2835,1138,On Time,80
2836,1858,On Time,83
2837,1891,On Time,41
2838,1946,Delayed,114
2839,1603,On Time,36
2840,1378,Delayed,133
2841,1721,On Time,144
2842,1935,On Time,126
2843,1906,On Time,138
2844,1009,On Time,105
2845,1054,On Time,61
2846,1065,On Time,174
2847,1357,On Time,32
2848,1914,On Time,133
2849,1947,Delayed,174
2850,1555,On Time,149
2851,1318,On Time,52
2852,1969,On Time,38
2853,1653,On Time,86
2854,1269,On Time,123
2855,1797,On Time,139
2856,1632,On Time,93
2857,1357,On Time,90
2858,1313,On Time,94
2859,1373,On Time,176
2860,1574,On Time,166
2861,1081,On Time,41
2862,1077,Delayed,140
2863,1950,On Time,162
2864,1200,On Time,119
2865,1867,On Time,114
2866,1074,On Time,151
2867,1854,On Time,78
2868,1234,On Time,71
2869,1345,On Time,175
2870,1099,On Time,106
2871,1343,On Time,110
2872,1062,Delayed,94
2873,1434,Delayed,91
2874,1681,On Time,75
2875,1316,On Time,133
2876,1153,On Time,44
2877,1387,On Time,80
2878,1491,Delayed,81
2879,1885,Delayed,92
2880,1633,Delayed,114
2881,1275,On Time,56
2882,1866,On Time,135
2883,1191,Delayed,149
2884,1974,On Time,118
2885,1303,On Time,43
2886,1053,On Time,164
2887,1296,On Time,70
2888,1050,On Time,17
2889,1781,On Time,145
2890,1732,On Time,175
2891,1922,Delayed,176
2892,1084,Delayed,83
2893,1784,On Time,154
2894,1889,On Time,52
2895,1997,On Time,168
2896,1458,On Time,71
2897,1116,On Time,162
2898,1704,On Time,146
2899,1648,Delayed,175
2900,1938,On Time,159
2901,1280,On Time,101
2902,1634,On Time,27
2903,1227,On Time,176
2904,1793,Delayed,83
2905,1055,On Time,168
2906,1996,On Time,118
2907,1722,On Time,152
2908,1513,On Time,71
2909,1146,On Time,87
2910,1630,On Time,165
2911,1041,On Time,19
2912,1829,On Time,141
2913,1140,On Time,23
2914,1823,On Time,149
2915,1333,On Time,53
2916,1019,On Time,150
2917,1061,Delayed,76
2918,1529,On Time,17
2919,1562,On Time,84
2920,1505,On Time,37
2921,1304,On Time,172
2922,1862,On Time,146
2923,1083,On Time,80
2924,1499,On Time,145
2925,1986,On Time,78
2926,1619,On Time,117
2927,1852,On Time,43
2928,1910,On Time,52
2929,1595,On Time,79
2930,1048,On Time,57
2931,1166,On Time,102
2932,1460,Delayed,99
2933,1958,On Time,88
2934,1271,Delayed,130
2935,1886,On Time,22
2936,1267,On Time,112
2937,1144,On Time,26
2938,1890,On Time,135
2939,1971,On Time,76
2940,1745,On Time,132
2941,1793,On Time,96
2942,1790,On Time,48
2943,1683,On Time,27
2944,1897,On Time,95
2945,1572,On Time,118
2946,1445,On Time,31
2947,1614,On Time,145
2948,1184,On Time,76
2949,1147,Delayed,89
2950,1066,On Time,27
2951,1395,Delayed,103
2952,1386,On Time,66
2953,1764,On Time,86
2954,1575,On Time,118
2955,1912,On Time,161
2956,1210,Delayed,148
2957,1194,On Time,15
2958,1871,On Time,71
2959,1227,On Time,175
2960,1823,On Time,150
2961,1052,On Time,20
2962,1223,On Time,95
2963,1462,On Time,24
2964,1329,On Time,15
2965,1968,On Time,78
2966,1970,On Time,172
2967,1320,On Time,153
2968,1539,On Time,108
2969,1576,Delayed,147
2970,1719,On Time,125
2971,1519,Delayed,140
2972,1010,On Time,65
2973,1927,On Time,121
2974,1203,On Time,142
2975,1817,On Time,27
2976,1036,On Time,176
2977,1809,On Time,53
2978,1838,Delayed,75
2979,1057,Delayed,150
2980,1995,On Time,64
2981,1248,On Time,45
2982,1233,On Time,87
2983,1584,On Time,144
2984,1987,On Time,157
2985,1433,Delayed,97
2986,1611,On Time,167
2987,1766,On Time,148
2988,1844,On Time,62
2989,1138,On Time,79
2990,1850,On Time,143
2991,1342,On Time,118
2992,1258,On Time,129
2993,1955,On Time,42
2994,1102,On Time,101
2995,1107,Delayed,111
2996,1296,On Time,63
2997,1569,Delayed,107
2998,1487,On Time,50
2999,1342,On Time,104
3000,1860,On Time,128
3001,1550,Delayed,95
3002,1217,Delayed,31
3003,1918,On Time,51
3004,1925,On Time,179
3005,1416,Delayed,156
3006,1515,On Time,16
3007,1215,On Time,100
3008,1732,On Time,90
3009,1692,On Time,54
3010,1908,Delayed,78
3011,1774,Delayed,162
3012,1541,On Time,157
3013,1425,On Time,137
3014,1607,On Time,113
3015,1080,On Time,158
3016,1363,On Time,94
3017,1270,On Time,88
3018,1876,On Time,110
3019,1974,On Time,99
3020,1030,On Time,167
3021,1843,On Time,119
3022,1438,On Time,126
3023,1788,Delayed,21
3024,1937,Delayed,141
3025,1360,On Time,126
3026,1810,On Time,111
3027,1615,On Time,159
3028,1920,Delayed,81
3029,1057,On Time,133
3030,1424,On Time,65
3031,1395,Delayed,52
3032,1914,On Time,128
3033,1088,On Time,132
3034,1707,On Time,55
3035,1278,On Time,22
3036,1600,Delayed,154
3037,1968,On Time,43
3038,1095,On Time,98
3039,1916,Delayed,169
3040,1566,On Time,81
3041,1022,Delayed,18
3042,1263,On Time,44
3043,1061,On Time,97
3044,1984,On Time,158
3045,1017,Delayed,32
3046,1371,On Time,52
3047,1841,On Time,20
3048,1022,On Time,137
3049,1065,Delayed,105
3050,1042,On Time,24
3051,1899,On Time,81
3052,1213,On Time,75
3053,1016,On Time,137
3054,1074,On Time,67
3055,1200,On Time,41
3056,1587,On Time,64
3057,1756,Delayed,86
3058,1076,On Time,38
3059,1547,Delayed,20
3060,1585,On Time,29
3061,1634,On Time,22
3062,1353,On Time,94
3063,1102,On Time,171
3064,1843,Delayed,60
3065,1669,On Time,157
3066,1052,On Time,160
3067,1347,On Time,51
3068,1032,On Time,43
3069,1967,On Time,74
3070,1277,Delayed,177
3071,1909,On Time,67
3072,1024,On Time,143
3073,1266,On Time,104
3074,1287,On Time,102
3075,1634,On Time,139
3076,1792,On Time,23
3077,1290,On Time,94
3078,1112,On Time,112
3079,1896,Delayed,34
3080,1430,On Time,54
3081,1966,Delayed,162
3082,1352,On Time,66
3083,1031,On Time,168
3084,1210,On Time,20
3085,1352,On Time,148
3086,1052,On Time,94
3087,1565,On Time,15
3088,1932,On Time,152
3089,1233,On Time,122
3090,1142,On Time,123
3091,1092,On Time,60
3092,1625,On Time,90
3093,1364,Delayed,29
3094,1820,On Time,79
3095,1903,On Time,44
3096,1946,On Time,19
3097,1030,On Time,34
3098,1597,On Time,144
3099,1166,On Time,159
3100,1737,On Time,171
3101,1178,On Time,161
3102,1778,On Time,65
3103,1069,On Time,35
3104,1855,On Time,122
3105,1316,On Time,62
3106,1450,On Time,135
3107,1470,On Time,27
3108,1674,On Time,97
3109,1652,On Time,59
3110,1271,On Time,158
3111,1237,Delayed,91
3112,1692,On Time,87
3113,1864,On Time,169
3114,1830,On Time,42
3115,1902,On Time,174
3116,1261,On Time,156
3117,1003,On Time,88
3118,1081,On Time,179
3119,1469,On Time,100
3120,1650,Delayed,114
3121,1483,On Time,62
3122,1734,On Time,129
3123,1784,Delayed,162
3124,1223,On Time,146
3125,1770,On Time,81
3126,1377,Delayed,171
3127,1367,On Time,157
3128,1494,On Time,114
3129,1654,On Time,77
3130,1229,On Time,35
3131,1602,On Time,16
3132,1260,On Time,101
3133,1739,On Time,17
3134,1099,On Time,105
3135,1895,On Time,18
3136,1651,Delayed,116
3137,1976,On Time,66
3138,1367,On Time,53
3139,1584,Delayed,116
3140,1429,Delayed,127
3141,1489,Delayed,156
3142,1059,On Time,141
3143,1670,On Time,107
3144,1388,On Time,18
3145,1773,On Time,143
3146,1296,On Time,106
3147,1192,On Time,85
3148,1727,Delayed,31
3149,1544,On Time,129
3150,1331,On Time,166
3151,1697,On Time,53
3152,1646,On Time,47
3153,1496,Delayed,79
3154,1755,On Time,20
3155,1829,On Time,130
3156,1953,On Time,149
3157,1527,On Time,43
3158,1832,On Time,67
3159,1486,Delayed,35
3160,1369,On Time,29
3161,1665,On Time,162
3162,1286,Delayed,124
3163,1213,On Time,133
3164,1882,On Time,47
3165,1106,On Time,135
3166,1440,On Time,157
3167,1572,On Time,117
3168,1442,On Time,80
3169,1048,On Time,80
3170,1383,On Time,159
3171,1124,On Time,140
3172,1412,On Time,134
3173,1722,On Time,17
3174,1652,On Time,155
3175,1591,On Time,152
3176,1395,On Time,178
3177,1688,Delayed,96
3178,1342,On Time,128
3179,1739,On Time,94
3180,1853,On Time,56
3181,1037,On Time,56
3182,1248,On Time,39
3183,1061,On Time,49
3184,1606,On Time,125
3185,1470,On Time,65
3186,1279,On Time,111
3187,1829,On Time,170
3188,1477,Delayed,91
3189,1010,Delayed,139
3190,1696,On Time,143
3191,1774,On Time,139
3192,1951,On Time,40
3193,1933,On Time,87
3194,1040,On Time,78
3195,1529,Delayed,84
3196,1308,On Time,97
3197,1375,On Time,34
3198,1828,On Time,158
3199,1581,On Time,92
3200,1914,On Time,120
3201,1953,On Time,130
3202,1776,On Time,116
3203,1435,On Time,22
3204,1016,Delayed,64
3205,1858,On Time,89
3206,1912,On Time,148
3207,1347,On Time,15
3208,1663,On Time,26
3209,1067,On Time,129
3210,1803,On Time,103
3211,1275,On Time,125
3212,1582,On Time,110
3213,1331,On Time,93
3214,1151,On Time,62
3215,1577,On Time,16
3216,1050,On Time,56
3217,1006,On Time,123
3218,1684,On Time,71
3219,1814,Delayed,115
3220,1273,On Time,66
3221,1010,On Time,124
3222,1020,On Time,138
3223,1582,On Time,54
3224,1568,On Time,139
3225,1703,On Time,95
3226,1129,On Time,146
3227,1629,On Time,40
3228,1567,On Time,111
3229,1172,On Time,124
3230,1283,On Time,36
3231,1590,On Time,129
3232,1674,On Time,47
3233,1143,Delayed,115
3234,1131,On Time,39
3235,1460,On Time,77
3236,1397,On Time,176
3237,1288,On Time,152
3238,1929,On Time,159
3239,1565,On Time,142
3240,1570,On Time,46
3241,1004,On Time,153
3242,1031,Delayed,27
3243,1283,On Time,37
3244,1170,Delayed,130
3245,1167,Delayed,33
3246,1392,On Time,32
3247,1104,On Time,175
3248,1723,On Time,145
3249,1966,Delayed,178
3250,1238,Delayed,137
3251,1334,On Time,85
3252,1917,On Time,137
3253,1957,On Time,177
3254,1302,Delayed,65
3255,1544,On Time,110
3256,1788,On Time,31
3257,1271,On Time,82
3258,1069,On Time,65
3259,1685,Delayed,115
3260,1507,On Time,134
3261,1228,On Time,52
3262,1411,Delayed,25
3263,1854,On Time,28
3264,1370,On Time,142
3265,1740,On Time,169
3266,1002,On Time,108
3267,1937,On Time,144
3268,1062,On Time,15
3269,1482,Delayed,163
3270,1118,On Time,33
3271,1796,On Time,59
3272,1488,Delayed,32
3273,1641,Delayed,72
3274,1966,On Time,131
3275,1428,On Time,155
3276,1264,Delayed,58
3277,1445,Delayed,99
3278,1351,On Time,70
3279,1228,Delayed,67
3280,1072,On Time,111
3281,1459,On Time,175
3282,1657,On Time,157
3283,1196,On Time,30
3284,1419,Delayed,81
3285,1548,On Time,40
3286,1317,On Time,34
3287,1779,Delayed,109
3288,1892,On Time,131
3289,1271,On Time,101
3290,1698,On Time,33
3291,1585,On Time,46
3292,1171,On Time,57
3293,1700,On Time,50
3294,1064,On Time,111
3295,1618,On Time,105
3296,1986,On Time,157
3297,1340,On Time,144
3298,1887,On Time,48
3299,1379,Delayed,148
3300,1346,Delayed,124
3301,1294,On Time,133
3302,1227,On Time,16
3303,1375,On Time,116
3304,1935,On Time,109
3305,1426,On Time,78
3306,1965,Delayed,45
3307,1311,On Time,79
3308,1966,On Time,27
3309,1681,Delayed,91
3310,1482,Delayed,71
3311,1996,On Time,157
3312,1781,On Time,51
3313,1290,On Time,146
3314,1501,On Time,125
3315,1894,On Time,94
3316,1910,On Time,179
3317,1281,On Time,143
3318,1856,On Time,116
3319,1855,On Time,33
3320,1037,Delayed,142
3321,1194,Delayed,23
3322,1801,On Time,24
3323,1310,On Time,27
3324,1455,On Time,113
3325,1097,On Time,108
3326,1186,On Time,72
3327,1997,On Time,138
3328,1066,On Time,46
3329,1051,On Time,126
3330,1974,On Time,163
3331,1521,On Time,46
3332,1740,On Time,142
3333,1257,On Time,152
3334,1558,On Time,112
3335,1466,On Time,65
3336,1968,Delayed,78
3337,1111,On Time,85
3338,1686,On Time,120
3339,1302,On Time,71
3340,1216,On Time,34
3341,1723,On Time,140
3342,1708,On Time,65
3343,1265,On Time,176
3344,1135,Delayed,90
3345,1784,On Time,149
3346,1516,On Time,130
3347,1586,On Time,159
3348,1687,On Time,175
3349,1594,On Time,176
3350,1715,On Time,129
3351,1282,On Time,28
3352,1247,On Time,35
3353,1512,On Time,146
3354,1269,On Time,41
3355,1300,Delayed,24
3356,1825,On Time,26
3357,1908,Delayed,62
3358,1837,Delayed,152
3359,1117,On Time,81
3360,1725,Delayed,107
3361,1552,On Time,87
3362,1800,On Time,151
3363,1318,On Time,51
3364,1756,On Time,163
3365,1466,On Time,99
3366,1592,On Time,26
3367,1838,On Time,18
3368,1189,On Time,28
3369,1244,On Time,159
3370,1437,On Time,89
3371,1626,On Time,117
3372,1113,On Time,82
3373,1928,On Time,123
3374,1329,Delayed,33
3375,1893,On Time,54
3376,1585,On Time,42
3377,1978,On Time,66
3378,1217,On Time,85
3379,1814,Delayed,43
3380,1272,On Time,110
3381,1636,On Time,155
3382,1308,On Time,155
3383,1679,On Time,50
3384,1284,On Time,137
3385,1654,On Time,117
3386,1846,On Time,33
3387,1220,On Time,121
3388,1731,On Time,140
3389,1503,On Time,152
3390,1936,Delayed,72
3391,1232,On Time,20
3392,1132,On Time,93
3393,2000,On Time,52
3394,1188,Delayed,82
3395,1027,On Time,163
3396,1801,On Time,95
3397,1983,On Time,49
3398,1120,On Time,24
3399,1280,On Time,143
3400,1170,On Time,135
3401,1651,Delayed,153
3402,1145,On Time,170
3403,1784,On Time,153
3404,1170,On Time,67
3405,1911,Delayed,115
3406,1488,On Time,104
3407,1103,On Time,119
3408,1207,Delayed,137
3409,1642,On Time,122
3410,1255,Delayed,107
3411,1486,On Time,116
3412,1736,Delayed,67
3413,1967,On Time,100
3414,1005,On Time,171
3415,1819,On Time,102
3416,1838,On Time,115
3417,1371,Delayed,125
3418,1247,On Time,67
3419,1311,On Time,132
3420,1693,On Time,46
3421,1691,On Time,59
3422,1407,On Time,142
3423,1573,On Time,37
3424,1709,On Time,106
3425,1716,On Time,55
3426,1338,Delayed,112
3427,1141,On Time,73
3428,1888,On Time,75
3429,1120,On Time,65
3430,1847,Delayed,39
3431,1169,On Time,71
3432,1372,On Time,90
3433,1565,On Time,161
3434,1024,Delayed,31
3435,1918,On Time,29
3436,1280,Delayed,114
3437,1727,On Time,50
3438,1650,On Time,158
3439,1942,On Time,171
3440,1201,On Time,64
3441,1055,On Time,41
3442,1234,On Time,142
3443,1380,On Time,133
3444,1801,On Time,110
3445,1220,On Time,82
3446,1784,On Time,162
3447,1910,On Time,57
3448,1436,On Time,134
3449,1677,On Time,23
3450,1073,On Time,160
3451,1691,On Time,72
3452,1256,On Time,157
3453,1401,On Time,123
3454,1961,On Time,101
3455,1034,On Time,54
3456,1609,On Time,163
3457,1276,On Time,81
3458,1516,On Time,17
3459,1146,On Time,44
3460,1231,On Time,80
3461,1649,On Time,116
3462,1309,On Time,49
3463,1961,On Time,77
3464,1165,On Time,116
3465,1014,On Time,152
3466,1038,Delayed,24
3467,1628,On Time,112
3468,1625,On Time,178
3469,1149,On Time,114
3470,1324,On Time,127
3471,1360,On Time,73
3472,1521,On Time,107
3473,1849,On Time,35
3474,1462,On Time,170
3475,1613,Delayed,83
3476,1870,On Time,46
3477,1066,Delayed,123
3478,1648,On Time,104
3479,1708,On Time,137
3480,1411,On Time,165
3481,1182,On Time,143
3482,1476,On Time,91
3483,1385,On Time,157
3484,1824,Delayed,49
3485,1997,On Time,26
3486,1971,On Time,146
3487,1352,On Time,79
3488,1773,On Time,85
3489,1494,Delayed,15
3490,1776,On Time,65
3491,1593,On Time,78
3492,1715,On Time,112
3493,1535,On Time,52
3494,1904,On Time,68
3495,1277,On Time,140
3496,1921,On Time,170
3497,1172,On Time,36
3498,1362,On Time,45
3499,1427,On Time,178
3500,1694,On Time,136
3501,1557,Delayed,174
3502,1098,On Time,40
3503,1378,On Time,154
3504,1129,On Time,51
3505,1317,On Time,50
3506,1786,On Time,99
3507,1105,On Time,104
3508,1722,On Time,123
3509,1318,On Time,177
3510,1615,On Time,116
3511,1263,On Time,73
3512,1489,Delayed,140
3513,1379,On Time,76
3514,1986,On Time,82
3515,1061,On Time,105
3516,1777,On Time,44
3517,1531,On Time,125
3518,1210,On Time,149
3519,1792,Delayed,172
3520,1176,On Time,107
3521,1845,Delayed,86
3522,1329,Delayed,34
3523,1946,On Time,113
3524,1791,On Time,67
3525,1466,On Time,96
3526,1236,Delayed,138
3527,1077,On Time,64
3528,1658,On Time,43
